Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Small millets,2001,Kharif     ,Assam,8480.0,4403,1824.7,866062.4,2204.8,0.49173913
Sweet potato,2001,Whole Year ,Assam,8343.0,28665,1824.7,852070.59,2169.18,3.326956522
Tobacco,2001,Whole Year ,Assam,1195.0,593,1824.7,122045.35,310.7,0.600434783
Turmeric,2001,Whole Year ,Assam,11812.0,8164,1824.7,1206359.56,3071.12,0.672173913
Arecanut,2001,Whole Year ,Goa,1600.0,2500,2530.6,163408.0,416.0,1.56
Black pepper,2001,Whole Year ,Goa,573.0,100,2530.6,58520.49,148.98,0.17
Groundnut,2001,Kharif     ,Goa,148.0,137,2530.6,15115.24,38.48,0.93
Groundnut,2001,Rabi       ,Goa,1515.0,2390,2530.6,154726.95,393.9,1.58
Other  Rabi pulses,2001,Rabi       ,Goa,8944.0,8085,2530.6,913450.72,2325.44,0.9
Other Kharif pulses,2001,Kharif     ,Goa,505.0,283,2530.6,51575.65,131.3,0.56
Ragi,2001,Kharif     ,Goa,315.0,315,2530.6,32170.95,81.9,1.0
Rice,2001,Rabi       ,Goa,16637.0,47452,2530.6,1699136.81,4325.62,2.85
Bajra,2001,Rabi       ,Karnataka,442.0,221,1002.9,45141.46,114.92,0.5
Bajra,2001,Summer     ,Karnataka,850.0,929,1002.9,86810.5,221.0,1.09
Black pepper,2001,Whole Year ,Karnataka,9699.0,22185,1002.9,990558.87,2521.74,2.213846154
Coriander,2001,Whole Year ,Karnataka,11307.0,1845,1002.9,1154783.91,2939.82,0.116818182
Jowar,2001,Summer     ,Karnataka,6418.0,12385,1002.9,655470.34,1668.68,1.951538462
Linseed,2001,Rabi       ,Karnataka,19611.0,6581,1002.9,2002871.43,5098.86,0.329285714
Maize,2001,Summer     ,Karnataka,9272.0,23960,1002.9,946949.36,2410.72,2.6265
Mesta,2001,Kharif     ,Karnataka,3668.0,5195,1002.9,374612.84,953.68,1.94375
Moong(Green Gram),2001,Rabi       ,Karnataka,7111.0,2090,1002.9,726246.43,1848.86,0.282941176
Ragi,2001,Summer     ,Karnataka,9271.0,14154,1002.9,946847.23,2410.46,1.545833333
Rapeseed &Mustard,2001,Rabi       ,Karnataka,7063.0,1905,1002.9,721344.19,1836.38,0.221764706
Sannhamp,2001,Whole Year ,Karnataka,2555.0,634,1002.9,260942.15,664.3,0.238333333
Urad,2001,Rabi       ,Karnataka,11853.0,4448,1002.9,1210546.89,3081.78,0.347142857
Arecanut,2001,Whole Year ,Puducherry,65.0,137,1434.5875,6638.45,16.9,2.11
Bajra,2001,Kharif     ,Puducherry,162.0,345,1434.5875,16545.06,42.12,2.13
Black pepper,2001,Whole Year ,Puducherry,12.0,11,1434.5875,1225.56,3.12,0.92
Cashewnut,2001,Whole Year ,Puducherry,191.0,134,1434.5875,19506.83,49.66,1.063333333
Coriander,2001,Whole Year ,Puducherry,2.0,1,1434.5875,204.26,0.52,0.5
Ginger,2001,Kharif     ,Puducherry,171.0,89,1434.5875,17464.23,44.46,0.375
Groundnut,2001,Kharif     ,Puducherry,1229.0,1915,1434.5875,125517.77,319.54,1.195
Moong(Green Gram),2001,Rabi       ,Puducherry,544.0,105,1434.5875,55558.72,141.44,0.236666667
Other  Rabi pulses,2001,Rabi       ,Puducherry,116.0,91,1434.5875,11847.08,30.16,0.68
Ragi,2001,Kharif     ,Puducherry,138.0,325,1434.5875,14093.94,35.88,2.36
Urad,2001,Rabi       ,Puducherry,811.0,267,1434.5875,82827.43,210.86,0.423333333
Arecanut,2001,Whole Year ,West Bengal,9276.0,14885,1556.6,947357.88,2411.76,1.861764706
Arhar/Tur,2001,Kharif     ,West Bengal,3938.0,3268,1556.6,402187.94,1023.88,0.816923077
Bajra,2001,Kharif     ,West Bengal,425.0,322,1556.6,43405.25,110.5,0.855
Barley,2001,Rabi       ,West Bengal,2622.0,2825,1556.6,267784.86,681.72,1.0675
Cardamom,2001,Whole Year ,West Bengal,2875.0,704,1556.6,293623.75,747.5,0.24
Castor seed,2001,Kharif     ,West Bengal,80.0,73,1556.6,8170.4,20.8,0.91
Cotton(lint),2001,Kharif     ,West Bengal,1795.0,4481,1556.6,183323.35,466.7,1.993333333
Ginger,2001,Kharif     ,West Bengal,8133.0,16070,1556.6,830623.29,2114.58,1.52
Groundnut,2001,Kharif     ,West Bengal,2197.0,2126,1556.6,224379.61,571.22,1.16625
Groundnut,2001,Rabi       ,West Bengal,8679.0,11650,1556.6,886386.27,2256.54,1.285384615
Horse-gram,2001,Rabi       ,West Bengal,3681.0,3167,1556.6,375940.53,957.06,0.651111111
Jowar,2001,Kharif     ,West Bengal,1194.0,658,1556.6,121943.22,310.44,0.611428571
Linseed,2001,Rabi       ,West Bengal,11334.0,4655,1556.6,1157541.42,2946.84,0.371428571
Moong(Green Gram),2001,Kharif     ,West Bengal,619.0,311,1556.6,63218.47,160.94,0.556666667
Moong(Green Gram),2001,Rabi       ,West Bengal,1814.0,998,1556.6,185263.82,471.64,0.569
Moong(Green Gram),2001,Summer     ,West Bengal,8468.0,4733,1556.6,864836.84,2201.68,0.549444444
Niger seed,2001,Kharif     ,West Bengal,6362.0,3229,1556.6,649751.06,1654.12,0.466666667
Other Kharif pulses,2001,Kharif     ,West Bengal,1593.0,865,1556.6,162693.09,414.18,0.605
Peas & beans (Pulses),2001,Rabi       ,West Bengal,8836.0,5602,1556.6,902420.68,2297.36,0.596666667
Ragi,2001,Kharif     ,West Bengal,12730.0,14558,1556.6,1300114.9,3309.8,0.862
Safflower,2001,Rabi       ,West Bengal,58.0,22,1556.6,5923.54,15.08,0.385
Small millets,2001,Kharif     ,West Bengal,4610.0,3125,1556.6,470819.3,1198.6,0.796666667
Soyabean,2001,Kharif     ,West Bengal,516.0,308,1556.6,52699.08,134.16,0.5375
Sunflower,2001,Kharif     ,West Bengal,1279.0,1691,1556.6,130624.27,332.54,1.048
Tobacco,2001,Whole Year ,West Bengal,9718.0,5300,1556.6,992499.34,2526.68,0.652
Turmeric,2001,Whole Year ,West Bengal,12794.0,22031,1556.6,1306651.22,3326.44,1.602222222
Urad,2001,Rabi       ,West Bengal,13499.0,14187,1556.6,1378652.87,3509.74,0.892727273
Arecanut,2002,Whole Year ,Andhra Pradesh,296.0,427,648.1,28022.32,74.0,1.4525
Arhar/Tur,2002,Rabi       ,Andhra Pradesh,8200.0,3004,648.1,776294.0,2050.0,0.299333333
Bajra,2002,Rabi       ,Andhra Pradesh,7268.0,3953,648.1,688061.56,1817.0,0.594285714
Ginger,2002,Whole Year ,Andhra Pradesh,2026.0,3313,648.1,191801.42,506.5,1.635
Gram,2002,Kharif     ,Andhra Pradesh,37.0,45,648.1,3502.79,9.25,1.0075
Horse-gram,2002,Kharif     ,Andhra Pradesh,14961.0,6547,648.1,1416357.87,3740.25,0.420833333
Linseed,2002,Rabi       ,Andhra Pradesh,4070.0,1238,648.1,385306.9,1017.5,0.322857143
Niger seed,2002,Kharif     ,Andhra Pradesh,14919.0,5743,648.1,1412381.73,3729.75,0.38
Other  Rabi pulses,2002,Rabi       ,Andhra Pradesh,1873.0,518,648.1,177316.91,468.25,0.27375
Other Kharif pulses,2002,Kharif     ,Andhra Pradesh,6915.0,1532,648.1,654643.05,1728.75,0.223
Ragi,2002,Rabi       ,Andhra Pradesh,9610.0,12393,648.1,909778.7,2402.5,1.251428571
Rapeseed &Mustard,2002,Rabi       ,Andhra Pradesh,3369.0,742,648.1,318943.23,842.25,0.302857143
Safflower,2002,Rabi       ,Andhra Pradesh,19350.0,6776,648.1,1831864.5,4837.5,0.318181818
Small millets,2002,Rabi       ,Andhra Pradesh,1986.0,720,648.1,188014.62,496.5,0.328333333
Wheat,2002,Rabi       ,Andhra Pradesh,11044.0,14898,648.1,1045535.48,2761.0,1.09
other oilseeds,2002,Rabi       ,Andhra Pradesh,10921.0,13551,648.1,1033891.07,2730.25,1.224666667
Arhar/Tur,2002,Kharif     ,Assam,7013.0,4961,1973.6,663920.71,1753.25,0.710869565
Castor seed,2002,Kharif     ,Assam,1577.0,651,1973.6,149294.59,394.25,0.428571429
Cotton(lint),2002,Kharif     ,Assam,1556.0,716,1973.6,147306.52,389.0,0.422608696
Dry chillies,2002,Whole Year ,Assam,14885.0,9784,1973.6,1409162.95,3721.25,0.637826087
Gram,2002,Rabi       ,Assam,2388.0,1205,1973.6,226071.96,597.0,0.515652174
Linseed,2002,Rabi       ,Assam,9717.0,5071,1973.6,919908.39,2429.25,0.508636364
Maize,2002,Kharif     ,Assam,19812.0,14194,1973.6,1875602.04,4953.0,0.606086957
Masoor,2002,Rabi       ,Assam,19730.0,10694,1973.6,1867839.1,4932.5,0.524761905
Moong(Green Gram),2002,Rabi       ,Assam,7161.0,3286,1973.6,677931.87,1790.25,0.450434783
Niger seed,2002,Kharif     ,Assam,9904.0,5060,1973.6,937611.68,2476.0,0.52
Onion,2002,Whole Year ,Assam,7500.0,17467,1973.6,710025.0,1875.0,2.337826087
Sesamum,2002,Kharif     ,Assam,14290.0,7789,1973.6,1352834.3,3572.5,0.49
Small millets,2002,Kharif     ,Assam,8310.0,4328,1973.6,786707.7,2077.5,0.489090909
Sweet potato,2002,Whole Year ,Assam,8243.0,28460,1973.6,780364.81,2060.75,3.405652174
Tobacco,2002,Whole Year ,Assam,1104.0,539,1973.6,104515.68,276.0,0.56
Turmeric,2002,Whole Year ,Assam,12066.0,8315,1973.6,1142288.22,3016.5,0.669130435
Arecanut,2002,Whole Year ,Goa,1600.0,2500,2516.3,151472.0,400.0,1.56
Black pepper,2002,Whole Year ,Goa,583.0,103,2516.3,55192.61,145.75,0.18
Groundnut,2002,Kharif     ,Goa,241.0,348,2516.3,22815.47,60.25,1.44
Groundnut,2002,Rabi       ,Goa,2148.0,3915,2516.3,203351.16,537.0,1.82
Other  Rabi pulses,2002,Rabi       ,Goa,9167.0,7285,2516.3,867839.89,2291.75,0.79
Other Kharif pulses,2002,Kharif     ,Goa,201.0,168,2516.3,19028.67,50.25,0.84
Ragi,2002,Kharif     ,Goa,353.0,301,2516.3,33418.51,88.25,0.85
Rice,2002,Rabi       ,Goa,16441.0,44695,2516.3,1556469.47,4110.25,2.72
Cotton(lint),2002,Kharif     ,Kerala,3400.0,5488,2511.2,321878.0,850.0,1.61
Ginger,2002,Whole Year ,Kerala,8998.0,32412,2511.2,851840.66,2249.5,2.951428571
Groundnut,2002,Kharif     ,Kerala,2422.0,1801,2511.2,229290.74,605.5,0.74
Jowar,2002,Kharif     ,Kerala,2571.0,1311,2511.2,243396.57,642.75,0.5025
Ragi,2002,Kharif     ,Kerala,1320.0,1068,2511.2,124964.4,330.0,0.87
Sesamum,2002,Kharif     ,Kerala,811.0,260,2511.2,76777.37,202.75,0.277272727
Turmeric,2002,Whole Year ,Kerala,3140.0,6938,2511.2,297263.8,785.0,2.062857143
other oilseeds,2002,Whole Year ,Kerala,2253.0,0,2511.2,213291.51,563.25,0.0
Arecanut,2002,Whole Year ,Tamil Nadu,4956.0,0,315.9,469184.52,1239.0,0.0
Castor seed,2002,Kharif     ,Tamil Nadu,17749.0,5600,315.9,1680297.83,4437.25,0.376666667
Gram,2002,Rabi       ,Tamil Nadu,6199.0,4172,315.9,586859.33,1549.75,0.581666667
Rapeseed &Mustard,2002,Rabi       ,Tamil Nadu,585.0,142,315.9,55381.95,146.25,0.206
Small millets,2002,Kharif     ,Tamil Nadu,7348.0,4137,315.9,695635.16,1837.0,0.575454545
Sunflower,2002,Kharif     ,Tamil Nadu,7709.0,8908,315.9,729811.03,1927.25,1.075217391
Tobacco,2002,Whole Year ,Tamil Nadu,8213.0,12630,315.9,777524.71,2053.25,1.435454545
Turmeric,2002,Whole Year ,Tamil Nadu,17298.0,64536,315.9,1637601.66,4324.5,3.67
Arecanut,2002,Whole Year ,West Bengal,9081.0,16568,1629.1,859698.27,2270.25,2.998235294
Arhar/Tur,2002,Kharif     ,West Bengal,3075.0,2806,1629.1,291110.25,768.75,0.924166667
Bajra,2002,Kharif     ,West Bengal,332.0,252,1629.1,31430.44,83.0,0.756666667
Barley,2002,Rabi       ,West Bengal,2459.0,2341,1629.1,232793.53,614.75,0.843333333
Cardamom,2002,Whole Year ,West Bengal,2874.0,704,1629.1,272081.58,718.5,0.24
Castor seed,2002,Kharif     ,West Bengal,45.0,42,1629.1,4260.15,11.25,0.93
Cotton(lint),2002,Kharif     ,West Bengal,823.0,1474,1629.1,77913.41,205.75,2.875
Dry chillies,2002,Autumn     ,West Bengal,17988.0,15716,1629.1,1702923.96,4497.0,0.774444444
Ginger,2002,Kharif     ,West Bengal,9383.0,20206,1629.1,888288.61,2345.75,1.698888889
Groundnut,2002,Kharif     ,West Bengal,1368.0,1317,1629.1,129508.56,342.0,1.1625
Groundnut,2002,Rabi       ,West Bengal,7020.0,10523,1629.1,664583.4,1755.0,1.422
Horse-gram,2002,Rabi       ,West Bengal,5748.0,2668,1629.1,544163.16,1437.0,0.498
Jowar,2002,Kharif     ,West Bengal,1643.0,1234,1629.1,155542.81,410.75,1.855
Khesari,2002,Kharif     ,West Bengal,584.0,507,1629.1,55287.28,146.0,0.87
Linseed,2002,Rabi       ,West Bengal,8859.0,3691,1629.1,838681.53,2214.75,0.306666667
Moong(Green Gram),2002,Kharif     ,West Bengal,556.0,268,1629.1,52636.52,139.0,0.532857143
Moong(Green Gram),2002,Rabi       ,West Bengal,1601.0,942,1629.1,151566.67,400.25,0.58
Moong(Green Gram),2002,Summer     ,West Bengal,7615.0,3840,1629.1,720912.05,1903.75,0.596875
Niger seed,2002,Kharif     ,West Bengal,6809.0,3596,1629.1,644608.03,1702.25,0.50625
Other Kharif pulses,2002,Kharif     ,West Bengal,707.0,476,1629.1,66931.69,176.75,0.59
Peas & beans (Pulses),2002,Rabi       ,West Bengal,10754.0,8635,1629.1,1018081.18,2688.5,0.807647059
Ragi,2002,Kharif     ,West Bengal,13517.0,15639,1629.1,1279654.39,3379.25,0.828
Safflower,2002,Rabi       ,West Bengal,39.0,31,1629.1,3692.13,9.75,1.216666667
Sesamum,2002,Autumn     ,West Bengal,1049.0,589,1629.1,99308.83,262.25,0.511428571
Sesamum,2002,Winter     ,West Bengal,2782.0,1573,1629.1,263371.94,695.5,0.58
Small millets,2002,Kharif     ,West Bengal,3126.0,2088,1629.1,295938.42,781.5,0.85625
Small millets,2002,Rabi       ,West Bengal,1030.0,1135,1629.1,97510.1,257.5,0.8925
Soyabean,2002,Kharif     ,West Bengal,520.0,311,1629.1,49228.4,130.0,0.55
Sunflower,2002,Kharif     ,West Bengal,2369.0,3207,1629.1,224273.23,592.25,1.062
Tobacco,2002,Whole Year ,West Bengal,7757.0,4205,1629.1,734355.19,1939.25,0.67
Turmeric,2002,Whole Year ,West Bengal,11731.0,21346,1629.1,1110573.77,2932.75,1.704444444
Urad,2002,Rabi       ,West Bengal,13493.0,8636,1629.1,1277382.31,3373.25,0.604545455
Arecanut,2003,Whole Year ,Andhra Pradesh,311.0,221,826.0,30782.78,74.64,0.704
Arhar/Tur,2003,Rabi       ,Andhra Pradesh,7492.0,3246,826.0,741558.16,1798.08,0.41625
Bajra,2003,Rabi       ,Andhra Pradesh,9603.0,6475,826.0,950504.94,2304.72,0.88375
Ginger,2003,Whole Year ,Andhra Pradesh,1873.0,5614,826.0,185389.54,449.52,2.995
Gram,2003,Kharif     ,Andhra Pradesh,52.0,90,826.0,5146.96,12.48,1.656666667
Horse-gram,2003,Kharif     ,Andhra Pradesh,11304.0,4592,826.0,1118869.92,2712.96,0.35
Linseed,2003,Rabi       ,Andhra Pradesh,4542.0,1193,826.0,449567.16,1090.08,0.21
Niger seed,2003,Kharif     ,Andhra Pradesh,17295.0,6792,826.0,1711859.1,4150.8,0.375
Other  Rabi pulses,2003,Rabi       ,Andhra Pradesh,4333.0,795,826.0,428880.34,1039.92,0.181818182
Other Kharif pulses,2003,Kharif     ,Andhra Pradesh,8349.0,2056,826.0,826384.02,2003.76,0.240769231
Ragi,2003,Rabi       ,Andhra Pradesh,10845.0,19018,826.0,1073438.1,2602.8,1.783076923
Rapeseed &Mustard,2003,Rabi       ,Andhra Pradesh,1695.0,432,826.0,167771.1,406.8,0.285714286
Safflower,2003,Rabi       ,Andhra Pradesh,17250.0,5331,826.0,1707405.0,4140.0,0.297272727
Small millets,2003,Rabi       ,Andhra Pradesh,3134.0,1748,826.0,310203.32,752.16,0.577142857
Wheat,2003,Rabi       ,Andhra Pradesh,11928.0,6741,826.0,1180633.44,2862.72,0.481818182
other oilseeds,2003,Rabi       ,Andhra Pradesh,14609.0,0,826.0,1445998.82,3506.16,0.0
Arhar/Tur,2003,Kharif     ,Assam,7012.0,4940,2213.7,694047.76,1682.88,0.708695652
Castor seed,2003,Kharif     ,Assam,1493.0,619,2213.7,147777.14,358.32,0.414285714
Cotton(lint),2003,Kharif     ,Assam,1438.0,664,2213.7,142333.24,345.12,0.443478261
Dry chillies,2003,Whole Year ,Assam,14808.0,9688,2213.7,1465695.84,3553.92,0.633913043
Gram,2003,Rabi       ,Assam,2419.0,1256,2213.7,239432.62,580.56,0.518695652
Linseed,2003,Rabi       ,Assam,9604.0,5021,2213.7,950603.92,2304.96,0.524545455
Maize,2003,Kharif     ,Assam,19569.0,14051,2213.7,1936939.62,4696.56,0.607391304
Masoor,2003,Rabi       ,Assam,21736.0,11721,2213.7,2151429.28,5216.64,0.51
Moong(Green Gram),2003,Rabi       ,Assam,7595.0,3513,2213.7,751753.1,1822.8,0.443913043
Niger seed,2003,Kharif     ,Assam,9747.0,5001,2213.7,964758.06,2339.28,0.538333333
Onion,2003,Whole Year ,Assam,7332.0,17142,2213.7,725721.36,1759.68,2.34173913
Sesamum,2003,Kharif     ,Assam,14465.0,7953,2213.7,1431745.7,3471.6,0.489130435
Small millets,2003,Kharif     ,Assam,8299.0,4320,2213.7,821435.02,1991.76,0.506956522
Sweet potato,2003,Whole Year ,Assam,8194.0,28384,2213.7,811042.12,1966.56,3.412173913
Tobacco,2003,Whole Year ,Assam,828.0,416,2213.7,81955.44,198.72,0.561304348
Turmeric,2003,Whole Year ,Assam,12249.0,8420,2213.7,1212406.02,2939.76,0.669130435
Bajra,2003,Rabi       ,Karnataka,117.0,105,867.6,11580.66,28.08,0.9
Bajra,2003,Summer     ,Karnataka,300.0,271,867.6,29694.0,72.0,0.9225
Black pepper,2003,Whole Year ,Karnataka,10694.0,23561,867.6,1058492.12,2566.56,2.220833333
Cardamom,2003,Whole Year ,Karnataka,19480.0,1106,867.6,1928130.4,4675.2,0.061428571
Castor seed,2003,Kharif     ,Karnataka,17214.0,15439,867.6,1703841.72,4131.36,0.906190476
Coriander,2003,Whole Year ,Karnataka,7797.0,1187,867.6,771747.06,1871.28,0.1195
Garlic,2003,Whole Year ,Karnataka,3970.0,2902,867.6,392950.6,952.8,1.331764706
Jowar,2003,Summer     ,Karnataka,7007.0,18783,867.6,693552.86,1681.68,2.634666667
Linseed,2003,Rabi       ,Karnataka,12909.0,996,867.6,1277732.82,3098.16,0.067142857
Maize,2003,Summer     ,Karnataka,8428.0,20264,867.6,834203.44,2022.72,2.470909091
Mesta,2003,Kharif     ,Karnataka,4060.0,6055,867.6,401858.8,974.4,1.72
Moong(Green Gram),2003,Rabi       ,Karnataka,8380.0,2451,867.6,829452.4,2011.2,0.290666667
Ragi,2003,Summer     ,Karnataka,6565.0,7808,867.6,649803.7,1575.6,1.190833333
Rapeseed &Mustard,2003,Rabi       ,Karnataka,6048.0,1706,867.6,598631.04,1451.52,0.223529412
Sannhamp,2003,Whole Year ,Karnataka,466.0,116,867.6,46124.68,111.84,0.144285714
Urad,2003,Rabi       ,Karnataka,11397.0,6002,867.6,1128075.06,2735.28,0.49
Cotton(lint),2003,Kharif     ,Kerala,2949.0,4748,2386.0,291892.02,707.76,1.61
Ginger,2003,Whole Year ,Kerala,8516.0,32972,2386.0,842913.68,2043.84,2.874285714
Groundnut,2003,Kharif     ,Kerala,2687.0,1988,2386.0,265959.26,644.88,0.74
Jowar,2003,Kharif     ,Kerala,2129.0,1087,2386.0,210728.42,510.96,0.628571429
Ragi,2003,Kharif     ,Kerala,1504.0,1217,2386.0,148865.92,360.96,0.76
Sesamum,2003,Kharif     ,Kerala,1204.0,285,2386.0,119171.92,288.96,0.245555556
Small millets,2003,Kharif     ,Kerala,1233.0,960,2386.0,122042.34,295.92,0.726666667
Turmeric,2003,Whole Year ,Kerala,2774.0,5652,2386.0,274570.52,665.76,1.967857143
Arecanut,2003,Whole Year ,Puducherry,64.0,77,1434.5875,6334.72,15.36,1.2
Bajra,2003,Kharif     ,Puducherry,197.0,383,1434.5875,19499.06,47.28,1.94
Black pepper,2003,Whole Year ,Puducherry,12.0,8,1434.5875,1187.76,2.88,0.67
Cashewnut,2003,Whole Year ,Puducherry,217.0,172,1434.5875,21478.66,52.08,1.08
Coriander,2003,Whole Year ,Puducherry,2.0,1,1434.5875,197.96,0.48,0.5
Dry chillies,2003,Whole Year ,Puducherry,11.0,30,1434.5875,1088.78,2.64,2.333333333
Ginger,2003,Kharif     ,Puducherry,187.0,156,1434.5875,18509.26,44.88,0.565
Moong(Green Gram),2003,Rabi       ,Puducherry,1299.0,388,1434.5875,128575.02,311.76,0.483333333
Other  Rabi pulses,2003,Rabi       ,Puducherry,141.0,138,1434.5875,13956.18,33.84,0.99
Ragi,2003,Kharif     ,Puducherry,121.0,266,1434.5875,11976.58,29.04,1.605
Urad,2003,Rabi       ,Puducherry,1174.0,437,1434.5875,116202.52,281.76,0.71
Arecanut,2003,Whole Year ,Tamil Nadu,5219.0,0,345.6,516576.62,1252.56,0.0
Black pepper,2003,Whole Year ,Tamil Nadu,4179.0,933,345.6,413637.42,1002.96,0.141666667
Cardamom,2003,Whole Year ,Tamil Nadu,5221.0,478,345.6,516774.58,1253.04,0.079
Castor seed,2003,Kharif     ,Tamil Nadu,8720.0,2975,345.6,863105.6,2092.8,0.409545455
Gram,2003,Rabi       ,Tamil Nadu,6625.0,4349,345.6,655742.5,1590.0,0.586666667
Rapeseed &Mustard,2003,Rabi       ,Tamil Nadu,376.0,93,345.6,37216.48,90.24,0.386666667
Sunflower,2003,Kharif     ,Tamil Nadu,10367.0,13408,345.6,1026125.66,2488.08,1.1916
Arecanut,2003,Whole Year ,West Bengal,9166.0,18519,1526.7,907250.68,2199.84,2.096666667
Arhar/Tur,2003,Kharif     ,West Bengal,3361.0,3382,1526.7,332671.78,806.64,1.016153846
Bajra,2003,Kharif     ,West Bengal,258.0,179,1526.7,25536.84,61.92,0.67
Barley,2003,Rabi       ,West Bengal,3077.0,4142,1526.7,304561.46,738.48,1.327142857
Cardamom,2003,Whole Year ,West Bengal,2874.0,704,1526.7,284468.52,689.76,0.24
Castor seed,2003,Kharif     ,West Bengal,40.0,48,1526.7,3959.2,9.6,1.2
Cotton(lint),2003,Kharif     ,West Bengal,1429.0,2772,1526.7,141442.42,342.96,2.55
Ginger,2003,Kharif     ,West Bengal,8053.0,16419,1526.7,797085.94,1932.72,1.623529412
Groundnut,2003,Kharif     ,West Bengal,1792.0,1833,1526.7,177372.16,430.08,1.077142857
Groundnut,2003,Rabi       ,West Bengal,9173.0,14476,1526.7,907943.54,2201.52,1.48
Horse-gram,2003,Rabi       ,West Bengal,4089.0,1783,1526.7,404729.22,981.36,0.457272727
Jowar,2003,Kharif     ,West Bengal,1283.0,616,1526.7,126991.34,307.92,0.5325
Linseed,2003,Rabi       ,West Bengal,6024.0,1907,1526.7,596255.52,1445.76,0.316923077
Moong(Green Gram),2003,Kharif     ,West Bengal,835.0,431,1526.7,82648.3,200.4,0.61
Moong(Green Gram),2003,Rabi       ,West Bengal,1470.0,960,1526.7,145500.6,352.8,0.597692308
Moong(Green Gram),2003,Summer     ,West Bengal,8823.0,3400,1526.7,873300.54,2117.52,0.428666667
Niger seed,2003,Kharif     ,West Bengal,7954.0,4953,1526.7,787286.92,1908.96,0.54625
Other Kharif pulses,2003,Kharif     ,West Bengal,760.0,388,1526.7,75224.8,182.4,0.496
Peas & beans (Pulses),2003,Rabi       ,West Bengal,14607.0,17206,1526.7,1445800.86,3505.68,1.140588235
Ragi,2003,Kharif     ,West Bengal,13417.0,15505,1526.7,1328014.66,3220.08,0.76
Safflower,2003,Rabi       ,West Bengal,1372.0,978,1526.7,135800.56,329.28,0.4925
Small millets,2003,Kharif     ,West Bengal,2756.0,1828,1526.7,272788.88,661.44,0.8025
Small millets,2003,Rabi       ,West Bengal,1035.0,1169,1526.7,102444.3,248.4,1.0
Soyabean,2003,Kharif     ,West Bengal,21.0,15,1526.7,2078.58,5.04,0.72
Sunflower,2003,Kharif     ,West Bengal,8465.0,5594,1526.7,837865.7,2031.6,0.585333333
Tobacco,2003,Whole Year ,West Bengal,12996.0,9598,1526.7,1286344.08,3119.04,0.718
Turmeric,2003,Whole Year ,West Bengal,12619.0,24496,1526.7,1249028.62,3028.56,1.866111111
Urad,2003,Rabi       ,West Bengal,15147.0,11106,1526.7,1499250.06,3635.28,0.665
Bajra,2004,Rabi       ,Karnataka,222.0,200,1117.7,24051.48,46.62,0.9
Bajra,2004,Summer     ,Karnataka,2108.0,1705,1117.7,228380.72,442.68,0.873333333
Black pepper,2004,Whole Year ,Karnataka,12344.0,27517,1117.7,1337348.96,2592.24,2.26
Cardamom,2004,Whole Year ,Karnataka,19461.0,1105,1117.7,2108404.74,4086.81,0.0575
Castor seed,2004,Kharif     ,Karnataka,20161.0,17493,1117.7,2184242.74,4233.81,0.908
Coriander,2004,Whole Year ,Karnataka,9626.0,1491,1117.7,1042880.84,2021.46,0.119
Garlic,2004,Whole Year ,Karnataka,5202.0,3584,1117.7,563584.68,1092.42,1.360625
